ydeg ymin ysec xdeg xmin xsec sourcedist
18 23 15 72 42 45 42
18 14 45 72 6 15 3
19 6 45 71 51 45 1
19 41 45 72 5 15 1
19 18 45 72 12 15 1
18 25 45 68 53 15 160
19 39 15 72 31 45 90
19 25 45 71 5 15 254
18 30 45 72 12 15 135
18 25 45 72 40 45 35
18 13 45 72 52 15 123
19 6 15 72 0 15 36
19 33 45 72 28 45 5
18 13 15 71 7 45 11
18 36 15 72 18 45 149
19 36 15 72 28 45 76
19 33 45 72 17 45 99
19 26 45 71 5 15 256
19 51 45 71 3 45 53
19 39 15 70 29 15 64
19 30 15 72 32 45 65
19 20 45 71 14 15 232
18 36 45 72 19 45 148
18 38 45 72 12 45 11
18 24 45 74 2 15 79
18 30 45 70 33 15 73
18 23 45 72 26 15 1
18 27 15 69 19 15 146
19 9 45 72 3 15 228
18 37 15 74 18 15 3
18 28 45 72 33 45 104
19 44 15 72 8 15 146
18 28 45 72 11 15 135
18 10 15 72 57 15 41
18 31 15 70 21 15 41
19 21 45 70 59 45 292
18 19 15 74 5 45 73
18 35 45 68 59 45 14
18 46 15 71 57 15 12
18 26 45 74 1 45 111
19 9 15 72 35 45 507
19 39 15 70 28 15 68
18 25 15 74 22 45 116
18 43 15 69 25 45 51
18 14 45 72 9 15 8
19 13 45 72 10 45 41
18 18 15 73 3 45 110
18 19 45 73 52 45 2
19 2 45 71 18 15 39
18 22 15 73 50 45 5
18 13 45 72 26 15 4
19 28 15 70 42 45 130
18 33 45 69 49 15 166
18 57 45 71 50 15 188
18 16 15 72 59 45 2
18 30 15 72 16 45 36
19 34 15 72 9 45 101
18 50 45 71 56 15 44
19 26 15 72 39 45 108
19 41 45 72 4 45 32
19 44 45 72 12 15 113
18 44 45 72 13 45 1
18 38 45 69 24 45 76
19 30 15 72 38 45 96
19 51 45 72 42 45 45
19 36 15 71 5 45 239
19 5 15 71 52 15 88
19 21 15 71 14 45 234
18 11 45 72 44 45 3
19 31 15 72 15 45 46
18 56 45 70 19 45 17
18 53 45 72 32 15 83
19 22 15 71 7 15 40
18 21 15 73 10 45 96
18 19 15 71 10 15 205
19 41 45 71 24 15 317
19 38 15 71 8 45 249
18 32 15 72 15 15 73
19 16 45 72 20 45 47
19 47 45 72 44 15 1
18 20 45 74 2 45 1
18 22 45 74 24 15 33
18 26 15 74 14 45 1
19 43 45 72 23 45 82
19 45 15 70 38 45 37
18 16 45 70 11 15 7
18 34 45 70 39 15 97
18 31 15 71 1 45 18
18 24 15 73 24 45 153
19 8 15 72 0 45 49
19 18 15 70 48 45 74
19 19 45 72 6 45 82
19 32 15 71 0 15 220
18 20 45 72 39 15 8
19 27 45 70 43 15 132
19 4 15 70 47 45 98
18 19 45 74 4 45 70
18 28 45 73 38 45 69
19 47 15 70 54 45 154
18 29 15 68 41 45 127
19 25 15 70 42 45 122
18 33 15 68 50 45 138
18 32 15 74 7 15 65
18 31 45 70 35 15 79
18 47 15 72 1 45 32
19 11 15 72 3 45 222
19 51 15 72 42 15 43
18 34 15 70 2 45 67
18 19 15 72 17 15 7
18 32 15 70 7 15 94
18 29 45 70 19 15 52
18 52 15 72 31 15 88
18 34 15 69 2 15 23
19 47 15 70 53 15 161
18 23 45 71 11 45 97
19 12 45 72 12 45 177
18 44 45 71 34 45 2
18 15 45 73 45 45 1
19 3 45 70 51 15 144
18 55 15 72 17 15 405
18 25 45 72 30 45 3
19 17 45 70 47 45 1
18 47 15 71 7 45 44
18 19 45 72 52 45 3
19 45 15 72 40 45 3
18 16 45 72 50 45 91
18 18 15 72 58 45 45
18 28 15 74 2 15 94
19 5 15 70 35 45 80
18 48 15 70 56 45 79
19 43 15 72 23 45 79
19 39 15 71 21 45 292
18 57 45 72 20 15 418
19 27 45 72 18 45 35
18 23 45 74 18 15 32
18 20 45 71 23 15 57
19 19 15 72 8 15 92
19 4 15 70 54 45 156
19 15 15 72 11 45 4
18 27 45 68 58 15 53
19 11 15 72 41 45 527
19 14 45 72 45 15 589
18 27 15 71 58 15 8
19 8 45 72 1 15 234
19 6 45 69 40 45 204
19 35 15 71 43 45 73
18 31 15 72 9 15 2
19 49 15 71 3 15 47
18 31 15 72 24 45 63
18 32 45 69 10 15 51
18 21 15 73 52 15 40
18 23 45 73 27 45 82
18 26 15 71 8 15 79
18 51 15 71 35 15 37
18 21 45 74 22 45 1
19 26 15 72 6 15 80
19 19 45 72 40 15 158
18 40 45 69 58 45 59
18 41 15 72 18 15 4
19 10 15 69 53 15 144
18 9 45 72 56 15 1
19 45 15 72 8 15 150
19 2 15 72 30 15 4
18 33 15 72 7 45 145
19 4 15 70 54 15 155
18 56 45 70 20 45 19
19 49 45 73 10 15 39
18 9 15 71 45 45 73
18 14 45 73 54 15 1
19 43 15 70 49 15 187
19 7 45 72 14 45 1
18 22 45 72 26 45 3
18 24 45 72 29 45 33
18 10 45 71 14 45 2
19 0 15 72 1 45 4
18 14 15 72 8 45 8
18 53 15 71 55 15 325
19 29 15 71 5 15 267
18 42 45 70 27 45 68
19 5 45 72 3 45 34
18 15 15 70 11 15 4
19 24 45 72 30 15 6
18 22 45 72 23 15 1
18 47 45 72 10 45 83
18 39 45 69 14 15 79
18 9 15 72 50 45 134
18 48 45 72 2 45 37
18 24 45 74 2 45 78
18 23 45 72 43 15 44
19 10 45 72 29 45 115
18 48 45 72 32 15 99
19 15 15 70 53 45 42
19 49 45 73 13 15 38
19 10 15 72 13 15 41
18 21 45 73 15 45 2
19 8 15 69 55 15 38
18 52 45 71 58 15 338
18 39 45 69 8 15 1
18 31 45 70 58 45 7
18 27 45 70 30 15 71
19 46 15 71 2 15 1
18 40 15 72 10 45 50
18 33 45 69 22 15 127
18 49 45 72 11 15 1
19 12 15 69 38 45 225
18 35 15 70 24 45 37
18 51 45 71 56 15 334
18 16 45 70 31 45 104
19 32 15 71 55 15 37
19 34 45 72 0 15 45
19 35 45 71 45 15 59
18 28 15 72 15 15 1
19 7 15 71 17 15 1
18 43 15 72 24 15 44
18 37 15 70 31 45 37
18 26 15 73 53 15 101
18 42 15 69 56 15 97
19 52 45 72 36 45 5
18 15 45 72 45 45 3
18 33 15 69 19 15 116
19 8 45 71 37 45 61
19 6 15 72 9 15 103
18 44 15 70 59 45 191
18 30 45 71 2 15 22
19 36 15 72 29 15 77
19 49 15 72 32 45 135
18 28 15 70 2 45 119
19 37 15 72 12 45 4
18 30 15 68 41 45 127
18 11 15 73 0 15 155
18 37 45 71 15 15 77
19 34 45 72 10 15 103
19 11 45 72 37 15 527
19 39 45 70 28 15 67
19 55 15 72 43 45 135
18 26 45 72 40 45 41
18 42 15 72 12 45 6
18 15 45 72 5 45 6
18 24 45 71 9 15 88
19 37 45 72 52 45 52
18 29 15 68 58 45 17
18 26 45 74 26 15 4
19 3 15 71 53 45 275
19 43 45 70 36 15 6
18 40 45 72 15 45 12
18 34 15 74 0 45 183
18 30 15 69 52 45 188
18 18 15 72 21 45 1
18 16 15 72 37 45 1
18 15 15 71 8 15 72
19 38 15 71 11 45 260
18 28 15 72 19 15 38
18 33 15 69 2 45 90
19 10 15 72 5 45 200
18 34 45 72 14 45 142
18 33 45 72 17 45 33
18 27 15 74 2 45 87
19 28 15 72 3 45 45
18 26 45 73 17 45 4
19 32 15 71 56 15 3
19 49 15 72 40 15 3
19 26 15 72 32 45 14
19 4 15 70 11 15 40
19 27 45 70 42 45 129
19 9 45 72 2 45 231
19 33 15 71 52 45 116
19 29 15 72 13 15 121
19 44 15 70 31 15 38
18 35 15 69 17 45 107
18 39 15 72 16 45 20
18 38 15 74 6 15 219
18 31 45 72 34 45 116
19 7 45 72 27 45 105
18 35 15 74 6 45 72
18 46 45 68 53 15 88
18 49 45 70 55 15 69
18 19 45 74 13 45 37
18 14 15 72 47 45 9
18 53 15 72 13 15 389
19 31 15 72 15 15 47
18 31 45 74 20 15 77
19 40 45 71 37 15 1
19 26 45 72 39 15 106
19 50 45 72 50 45 169
18 23 15 72 53 15 12
19 39 15 73 3 15 9
18 20 45 72 34 45 1
18 38 15 71 13 15 82
18 44 15 71 6 45 123
18 27 45 71 4 45 67
18 57 15 68 47 15 85
18 43 15 71 30 45 8
19 52 15 72 43 45 50
18 11 15 72 42 45 68
18 54 45 71 49 45 68
18 15 15 72 11 45 5
19 4 15 70 52 45 150
19 53 15 72 37 15 7
19 28 15 72 26 45 3
18 32 15 69 57 45 84
18 29 15 73 17 45 191
19 18 45 72 11 45 2
19 4 15 70 51 15 143
19 19 45 72 2 45 70
19 32 45 70 55 45 173
18 36 15 74 1 45 195
18 10 45 73 49 15 35
19 27 15 72 27 15 14
19 11 15 72 36 15 530
18 22 15 71 12 15 103
18 29 45 71 2 45 59
18 42 15 69 52 45 108
19 5 15 70 40 15 71
19 51 45 73 16 15 6
18 31 15 68 58 45 11
19 42 45 70 22 15 161
19 34 15 72 34 15 1
18 26 45 74 3 15 35
19 45 15 70 35 15 1
18 21 45 72 30 45 84
19 7 45 72 30 45 482
18 39 15 69 25 15 72
19 41 15 72 42 15 129
18 46 15 71 7 15 35
18 38 15 74 23 15 3
19 11 45 72 41 15 523
19 27 15 72 34 15 51
18 20 45 73 39 45 104
18 24 15 72 13 45 73
19 11 15 72 12 15 72
18 42 15 70 12 15 4
19 23 15 72 40 45 33
19 52 15 72 42 45 52
19 30 45 72 17 15 42
19 29 15 71 54 15 95
18 44 45 69 26 15 45
19 29 45 71 47 45 4
18 43 45 69 25 45 48
19 41 15 72 13 45 101
18 19 45 74 22 45 49
19 12 15 72 12 15 179
19 21 15 70 58 45 285
19 44 15 70 30 45 37
18 24 45 68 53 15 162
19 30 45 72 14 15 110
18 46 15 71 14 15 68
18 38 45 74 14 15 103
19 30 15 70 47 15 145
18 16 45 73 23 15 35
18 30 15 72 37 45 101
19 17 15 71 3 15 322
18 16 15 72 20 15 51
18 48 45 71 2 15 42
18 51 45 72 31 15 91
18 33 15 72 24 45 69
18 32 45 70 30 15 55
18 53 45 71 36 15 84
18 30 45 74 17 15 97
19 20 45 71 2 15 305
19 29 45 71 20 45 91
18 46 45 71 35 45 10
18 43 45 70 7 45 4
18 27 45 72 37 15 8
18 23 45 74 4 45 8
18 16 45 72 33 45 104
19 45 45 72 45 15 105
18 34 45 70 38 15 93
18 25 45 72 26 45 78
19 48 45 73 9 45 36
19 48 15 73 22 15 45
19 50 45 72 42 15 10
19 36 15 72 10 45 107
19 20 15 70 58 15 290
19 20 15 71 14 45 76
19 27 45 71 39 45 38
18 44 45 72 14 15 4
19 29 15 71 20 15 93
19 44 45 72 46 15 144
18 42 15 68 46 15 78
18 32 15 70 36 15 82
18 37 15 74 13 45 1
18 57 45 68 47 15 86
18 20 45 73 48 15 73
18 56 45 70 17 45 11
19 33 45 71 43 15 67
18 14 45 72 54 15 115
19 49 45 70 59 15 132
18 25 15 72 2 45 7
18 29 15 72 3 15 41
19 29 15 71 19 15 95
18 28 15 73 18 45 189
18 14 45 72 26 15 2
18 29 15 72 3 45 42
18 49 15 72 16 45 2
18 29 45 70 30 45 64
19 36 45 71 51 15 1
18 56 15 71 15 15 45
19 17 15 71 2 45 319
18 25 15 70 29 15 78
18 26 15 72 22 45 4
18 19 15 73 25 15 2
19 6 45 72 42 15 3
18 16 15 73 2 15 125
18 54 45 71 55 45 194
19 6 15 71 51 45 2
19 29 45 72 3 45 38
18 41 45 69 55 45 99
19 40 45 71 40 15 4
18 39 45 69 50 45 125
18 41 15 68 45 45 81
18 24 45 71 55 45 70
19 4 15 70 53 45 152
19 37 45 72 29 45 81
18 14 45 73 0 15 1
18 19 45 74 7 45 1
18 46 45 72 6 15 38
18 20 15 73 52 45 1
19 35 15 72 10 15 104
18 15 15 72 10 45 2
19 40 15 72 33 15 97
18 15 45 74 6 15 83
18 17 45 72 39 45 2
18 10 15 71 46 15 68
19 27 15 72 29 45 1
18 46 45 71 58 45 16
18 8 45 72 48 45 4
18 14 15 73 53 45 3
18 29 45 70 4 15 109
18 21 15 72 33 45 1
18 20 15 74 19 15 11
18 8 45 73 53 45 46
19 44 15 71 41 15 7
19 40 45 71 24 15 304
18 45 45 71 57 15 11
18 20 15 71 22 45 59
18 29 45 71 20 45 2
19 39 45 72 7 15 1
19 20 15 70 58 45 289
18 46 45 70 59 15 91
19 35 15 71 50 45 130
18 33 15 74 19 15 153
18 34 45 69 22 45 124
18 23 45 72 40 15 5
18 32 45 72 32 45 6
19 15 45 72 29 15 8
18 9 45 72 49 15 1
18 24 45 71 25 45 42
18 15 15 72 45 45 4
19 19 45 72 23 15 2
18 49 15 70 56 45 77
19 6 15 71 39 45 72
18 24 45 73 24 15 159
18 41 45 69 25 45 56
19 6 15 71 55 45 263
18 43 45 72 24 45 42
19 13 15 70 55 15 51
18 34 15 72 19 15 37
18 36 15 70 40 15 102
18 33 15 70 7 45 89
18 17 45 72 37 45 98
19 18 45 72 9 15 174
19 29 45 70 58 45 238
19 8 15 72 15 15 1
19 35 45 71 60 15 82
19 49 15 72 48 45 158
19 33 15 72 35 15 1
18 58 15 68 47 15 87
18 14 15 72 14 15 5
18 36 45 69 44 45 48
18 17 15 72 58 45 47
19 44 45 70 35 45 3
19 28 15 71 21 15 85
18 10 15 73 49 15 36
19 1 15 72 0 15 35
19 11 15 72 43 45 533
18 41 45 71 29 45 3
18 32 45 69 49 45 169
18 28 15 71 4 15 65
18 22 15 73 29 45 4
18 21 45 73 19 15 133
18 52 15 72 11 15 381
18 26 45 71 7 15 76
19 4 45 70 47 45 97
19 7 45 69 56 45 2
19 38 15 71 43 45 83
18 40 15 72 18 45 7
18 32 45 72 24 45 66
18 43 45 71 8 45 104
18 51 15 72 5 15 363
19 36 15 70 20 15 200
18 21 15 73 10 15 97
18 25 45 73 35 15 67
19 46 45 70 52 45 167
19 34 45 72 47 45 2
18 19 15 72 26 15 6
18 53 45 68 50 15 2
18 24 15 74 0 15 1
19 47 45 73 13 15 2
18 22 15 74 22 45 2
19 9 45 72 1 15 230
19 26 15 72 11 15 131
19 51 45 71 2 15 120
19 36 15 72 15 15 32
19 30 15 71 54 15 99
18 16 45 70 31 15 103
19 21 45 71 13 45 229
19 21 45 72 43 15 33
18 25 45 72 50 45 66
18 26 15 72 27 15 78
19 38 45 72 11 15 10
18 13 15 71 14 45 39
18 54 45 71 58 45 343
18 24 45 74 3 45 76
18 27 15 73 24 45 1
18 24 15 72 58 15 7
18 19 45 73 2 15 2
18 24 15 72 29 45 36
18 14 45 72 7 15 12
19 8 15 72 1 15 48
19 39 45 72 8 45 138
18 6 15 71 44 15 86
19 17 45 70 50 45 35
18 25 45 72 25 15 37
18 54 15 71 1 15 1
18 34 45 70 8 15 89
19 15 45 72 20 45 3
19 36 15 70 32 45 45
18 29 45 69 6 15 110
18 41 45 69 57 45 65
19 36 45 71 44 15 79
18 15 15 72 31 45 3
18 32 15 72 33 15 4
19 48 45 72 48 15 156
19 14 45 72 40 15 559
18 27 15 72 21 45 2
18 54 15 72 2 15 351
18 32 45 70 7 45 92
18 20 45 72 32 15 87
19 44 45 70 35 15 2
18 25 45 72 0 45 34
18 27 45 69 12 15 69
19 20 45 71 1 15 297
19 37 15 70 20 45 139
18 33 45 70 37 45 90
19 5 15 72 27 15 456
18 25 15 72 26 45 1
18 19 45 72 42 45 3
18 36 45 72 18 15 147
18 22 15 70 29 15 88
18 13 45 71 7 45 12
19 53 15 72 37 45 5
19 5 15 72 21 15 75
19 38 45 72 31 15 86
18 29 15 72 20 15 42
19 31 15 71 53 45 102
18 30 15 72 16 15 37
19 4 45 71 17 15 1
18 42 15 68 55 45 102
18 24 45 72 5 15 8
18 41 45 71 52 45 1
18 57 15 70 25 15 65
18 48 15 70 57 15 80
19 43 45 71 29 15 347
18 14 45 72 32 45 112
18 25 45 73 38 15 1
18 20 45 72 52 15 63
19 14 15 72 15 45 152
18 30 45 72 28 45 5
18 10 15 72 57 45 6
18 27 45 73 18 45 186
19 26 45 72 6 15 83
18 37 15 74 4 45 82
19 32 15 72 19 15 1
19 9 15 72 16 45 3
19 48 15 72 34 15 42
18 58 45 72 17 45 40
18 10 15 72 55 45 68
19 10 15 72 4 15 227
19 8 15 72 31 15 484
19 39 15 71 15 15 272
19 42 45 71 30 45 358
19 24 15 72 22 15 3
19 25 45 72 31 15 10
18 28 45 70 17 45 47
18 28 15 72 28 45 93
18 41 15 71 2 45 187
19 33 15 71 53 15 113
19 42 15 70 47 45 192
19 31 45 71 47 15 43
19 14 45 72 15 15 156
18 24 45 73 29 45 82
18 33 15 72 13 45 143
18 25 15 74 21 45 118
18 45 15 72 26 15 2
18 10 15 72 56 45 40
18 43 15 71 8 45 103
18 53 15 72 31 15 6
19 4 15 71 42 15 89
18 23 45 70 28 15 83
18 24 45 72 57 45 39
19 20 15 72 6 45 81
18 20 45 72 53 15 4
18 23 45 70 5 45 7
18 51 15 72 8 45 370
19 31 45 71 4 15 282
18 26 15 72 20 45 1
18 38 45 72 16 15 18
19 9 45 72 29 15 112
18 41 45 71 12 15 93
19 2 15 72 29 45 5
18 48 15 72 32 45 101
18 19 45 72 28 45 56
18 28 45 72 22 15 34
18 41 45 70 11 45 6
18 36 45 68 59 45 12
18 53 15 71 51 45 125
18 24 15 72 21 15 44
19 18 15 72 40 15 161
18 30 45 74 7 15 60
18 11 15 71 13 15 2
18 16 45 73 11 45 131
18 25 15 73 33 45 71
18 9 15 73 56 45 1
18 30 45 70 59 45 11
19 27 15 72 4 45 49
19 11 15 72 36 45 529
18 55 15 70 37 15 1
19 19 45 72 40 45 159
18 22 45 74 2 45 2
18 45 15 71 11 45 109
19 32 15 71 3 45 284
19 31 15 72 13 45 50
19 15 15 72 43 15 574
18 29 45 70 18 45 51
18 27 15 72 14 15 36
18 29 15 72 21 15 44
18 42 15 69 57 15 95
18 18 45 74 5 15 3
18 16 15 73 51 15 56
18 20 45 73 44 15 87
19 12 15 70 52 15 89
18 18 15 74 6 15 80
18 31 45 69 10 45 54
19 53 15 73 11 15 52
18 42 15 72 22 15 1
18 15 15 73 45 45 66
19 33 15 72 42 45 3
19 9 15 69 44 15 188
19 37 15 72 55 15 64
18 10 45 72 57 45 5
19 42 15 71 29 45 353
19 0 15 71 17 15 41
19 26 15 72 6 45 79
18 23 45 72 14 15 69
18 41 15 72 15 45 11
19 22 15 72 23 45 2
19 0 45 71 56 15 162
19 32 15 72 8 15 94
19 25 45 72 11 45 133
18 45 45 72 22 15 5
18 20 15 73 4 45 110
18 30 15 72 6 45 70
18 10 15 73 58 45 35
18 31 15 70 6 15 98
18 28 45 72 28 45 92
18 45 45 71 13 15 109
18 40 15 71 51 45 4
19 42 45 71 31 15 359
19 39 45 71 51 15 1
19 10 15 70 21 45 5
18 20 45 70 14 15 21
18 54 15 71 7 15 2
19 40 45 72 40 45 53
19 24 45 72 39 45 111
18 14 15 72 32 45 111
18 16 45 72 51 15 96
18 21 15 74 2 45 2
18 27 45 70 1 15 123
19 24 15 72 20 45 114
18 24 15 74 14 15 4
18 38 45 74 18 45 75
19 48 45 71 37 45 378
19 8 45 69 42 45 194
18 26 15 72 25 45 69
18 27 45 72 40 45 6
18 11 15 73 59 15 32
19 32 45 71 56 45 1
19 42 15 71 25 45 325
18 47 45 70 58 15 87
19 41 45 70 37 15 12
18 33 15 74 15 15 175
19 9 45 69 41 15 207
18 12 15 71 9 15 6
18 16 15 72 33 45 105
18 41 45 72 22 45 3
18 49 45 70 55 45 74
18 19 45 72 17 15 6
19 33 45 70 60 15 219
18 59 45 71 47 15 108
18 27 45 72 33 45 98
19 4 45 70 44 15 84
18 26 15 74 27 15 7
18 33 45 69 48 45 165
18 15 45 73 22 15 3
18 27 45 72 32 15 1
18 57 15 71 53 15 307
18 25 45 72 41 15 36
19 27 45 71 4 45 263
18 28 45 69 52 45 193
18 42 15 70 13 15 2
18 29 15 69 19 45 141
18 11 45 72 56 15 34
18 22 45 74 24 45 34
19 20 15 71 6 45 1
19 42 15 72 43 15 137
18 42 45 72 25 15 2
18 52 45 71 15 15 6
18 31 15 69 53 45 184
19 30 15 72 32 15 1
19 51 15 72 44 15 49
18 3 15 71 44 45 93
18 19 45 72 27 45 52
18 50 45 68 51 15 38
19 22 15 71 10 15 229
19 7 15 70 38 45 64
18 27 45 72 4 15 3
19 8 45 69 42 15 195
19 8 15 72 33 45 499
18 55 45 72 33 45 70
18 20 45 73 48 45 40
19 27 15 70 44 45 136
19 2 45 71 17 15 41
18 54 45 71 52 45 315
19 50 15 71 3 15 49
18 6 15 71 44 45 85
19 34 45 71 3 45 228
18 41 45 69 54 15 102
18 56 15 71 38 15 131
18 37 45 74 18 45 71
18 44 15 70 32 15 84
18 41 45 70 12 15 5
19 43 45 72 5 45 1
19 44 45 72 8 45 48
19 29 45 71 54 15 98
18 37 45 72 17 45 5
19 3 15 71 43 15 95
19 6 45 72 9 45 107
18 36 45 69 23 45 118
18 17 15 72 51 45 94
19 41 45 72 3 15 1
18 16 15 73 35 15 74
19 13 45 72 13 45 165
19 9 15 71 45 45 38
18 47 45 72 15 15 36
18 36 15 69 22 45 121
18 34 15 69 47 45 160
18 27 15 74 23 45 34
18 26 15 72 40 45 40
19 0 45 71 58 15 150
18 7 45 73 50 45 34
18 1 45 73 50 45 64
18 24 45 72 1 15 3
18 32 45 69 2 45 91
18 35 15 70 31 45 47
18 28 45 73 21 15 71
19 35 15 72 0 15 78
18 29 15 72 21 45 45
19 35 45 72 5 15 39
18 23 15 72 18 15 4
19 7 45 71 17 15 2
18 15 15 72 33 45 107
18 11 15 74 0 45 14
19 27 45 70 58 15 243
18 13 45 72 42 45 1
19 39 15 70 27 45 101
18 2 45 73 52 15 2
18 26 15 71 54 45 75
19 5 45 72 3 15 33
19 38 45 72 9 15 131
18 23 45 72 29 45 37
19 34 15 72 52 15 16
18 15 15 72 58 15 7
19 46 45 70 51 45 169
18 22 15 73 20 45 143
18 48 15 71 6 45 10
18 49 45 72 55 45 4
18 19 15 72 43 15 1
19 19 15 71 7 45 69
18 48 45 70 57 15 81
18 30 15 73 20 45 75
19 25 15 71 20 15 5
19 42 15 72 24 45 37
19 33 45 72 16 15 110
19 34 45 72 50 45 12
18 11 15 72 46 45 143
18 19 15 73 4 15 113
18 50 15 71 48 15 1
19 17 45 72 9 45 38
19 6 45 72 9 15 106
19 5 15 70 35 15 79
18 35 15 68 52 45 128
19 44 15 73 22 45 2
19 14 15 72 40 15 558
18 15 45 72 55 45 110
18 12 15 71 14 45 37
18 23 15 72 3 15 44
18 54 15 70 36 45 4
18 29 15 73 18 15 192
18 32 15 74 24 15 113
18 49 15 68 51 45 44
19 7 45 72 13 15 1
18 28 45 70 3 15 117
19 20 15 70 43 15 109
19 8 45 72 13 15 5
19 7 45 71 57 45 256
19 11 15 72 30 15 117
18 44 15 71 8 45 117
19 45 15 72 25 45 10
18 43 45 70 29 15 73
19 28 15 71 54 15 93
19 35 15 72 46 15 2
19 48 45 73 13 15 4
18 30 45 74 23 45 105
18 26 45 72 50 45 68
18 46 15 71 13 45 101
19 30 45 71 41 45 54
18 35 15 68 53 15 127
18 10 15 73 52 45 13
18 14 45 72 10 15 4
19 15 15 72 32 45 130
18 52 15 72 5 45 360
18 16 15 72 55 45 115
19 6 15 71 51 15 50
18 23 45 68 37 45 150
19 42 15 71 26 15 328
18 26 45 73 19 45 180
18 15 45 72 54 15 64
18 43 45 71 57 15 9
19 30 15 72 14 15 111
18 26 15 72 26 45 77
18 32 45 69 20 45 120
18 59 45 72 0 45 40
19 10 15 69 41 45 203
18 14 15 73 45 45 68
18 50 45 72 31 15 93
19 2 45 72 26 15 447
19 5 45 72 18 45 3
19 7 45 71 56 45 258
19 24 45 71 6 15 246
19 37 45 71 50 45 4
18 15 15 72 18 15 57
19 56 15 72 49 15 3
19 44 15 72 44 15 46
18 47 15 70 58 15 88
18 24 45 72 51 45 3
18 31 45 74 16 45 102
18 27 45 70 2 15 121
19 39 15 72 39 15 117
18 37 15 71 58 15 2
19 3 45 70 11 15 37
18 25 45 74 16 15 43
18 15 45 73 21 45 2
19 34 45 72 4 15 3
18 58 45 71 51 45 131
19 4 15 71 52 45 95
19 37 45 72 30 15 82
19 6 15 70 39 15 67
19 2 15 71 53 15 284
18 23 45 72 59 15 38
18 47 45 72 14 15 69
19 43 45 71 42 15 4
18 50 15 72 56 15 69
18 12 15 72 40 15 34
18 16 15 72 31 45 71
19 24 15 72 11 15 143
18 26 15 72 6 15 39
18 60 15 72 1 15 38
19 25 15 71 19 45 6
19 8 45 70 5 45 60
18 28 45 74 18 45 1
18 26 15 70 15 15 35
19 26 45 72 11 45 129
18 27 15 74 3 45 3
18 31 15 74 20 15 145
19 32 45 72 8 45 96
18 43 15 71 56 45 7
19 24 15 70 56 45 273
19 47 15 72 43 45 33
18 7 45 73 52 15 49
19 36 15 72 28 15 1
18 24 45 73 33 15 73
18 24 15 73 23 45 163
19 48 15 72 23 45 93
18 30 15 72 7 15 138
19 45 15 72 41 15 36
19 37 45 70 34 15 39
18 17 45 73 29 45 5
18 26 45 74 25 45 3
19 33 15 72 9 15 98
18 35 45 74 19 45 1
18 20 15 74 21 45 16
19 35 45 71 47 15 71
19 43 45 72 12 15 1
18 10 45 73 0 15 1
18 41 15 69 13 45 73
19 28 15 72 35 15 55
18 23 15 74 21 45 4
19 39 15 71 16 15 274
19 6 15 72 22 45 82
19 29 45 71 5 45 275
19 17 45 72 40 15 162
19 23 45 72 40 45 34
18 36 45 70 10 15 51
19 42 45 71 26 15 329
18 28 15 72 10 15 130
19 33 15 71 3 15 241
19 50 15 73 16 15 1
18 7 45 71 44 45 80
18 25 15 72 28 15 78
18 10 45 72 59 15 40
19 37 45 71 6 15 242
18 24 45 72 28 45 80
18 57 45 71 48 45 177
18 45 15 71 0 15 182
18 31 15 72 38 45 105
19 36 15 72 35 15 1
19 34 15 72 15 45 114
18 14 15 72 24 45 3
18 44 45 71 10 45 112
18 44 45 70 32 15 85
19 23 15 72 41 15 32
18 32 15 72 20 15 70
18 59 15 71 54 45 171
19 30 45 72 38 15 96
18 29 15 72 6 15 67
19 29 45 72 28 45 2
19 25 15 70 58 15 266
18 25 45 72 5 15 12
19 40 15 70 22 15 126
18 54 45 72 4 15 350
18 31 45 70 30 15 57
19 29 15 71 19 45 94
19 25 45 71 19 15 8
18 37 45 68 58 45 8
19 22 15 70 42 45 120
19 4 45 71 42 45 87
19 12 15 72 11 45 182
18 28 15 72 18 45 37
19 37 15 72 36 45 4
18 7 45 73 56 45 4
18 26 15 72 54 45 1
18 39 15 68 55 45 110
18 15 15 73 2 15 131
18 24 15 73 22 15 170
18 34 45 72 13 15 1
18 50 45 72 3 45 43
19 9 15 70 19 45 47
18 14 15 72 5 45 1
18 29 15 72 35 45 95
19 17 45 70 42 45 35
18 50 45 71 2 15 36
19 43 15 71 43 15 1
19 15 15 72 5 45 198
18 21 45 72 26 15 36
18 36 15 74 7 15 44
19 31 15 72 49 15 4
18 49 45 71 44 45 2
19 43 15 71 42 45 2
18 45 45 72 6 15 34
18 7 15 73 51 15 52
18 29 15 72 20 45 43
19 26 45 71 38 45 2
19 48 45 72 28 45 35
19 14 45 72 32 15 16
18 49 15 70 55 45 73
18 12 15 72 41 15 1
19 45 15 72 7 45 151
19 19 45 71 7 15 35
19 10 45 72 6 15 198
19 43 15 72 45 15 143
18 10 45 72 46 45 144
18 36 15 69 23 15 120
18 17 45 73 2 45 115
18 27 45 72 22 15 4
19 32 45 70 58 45 187
19 2 15 72 25 15 444
18 30 15 72 6 15 69
19 38 15 72 53 45 57
19 12 15 69 38 15 226
18 56 15 71 40 45 136
18 34 15 74 12 45 70
18 53 45 72 4 45 353
19 37 45 70 26 45 2
18 25 15 72 25 45 3
18 30 45 72 17 45 2
19 53 45 72 49 45 175
18 32 15 70 37 15 86
18 37 45 74 6 45 217
